month,line,division,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2016-02,7,A DIVISION,2,peak,2170,2743,0.79110463
2016-02,S 42nd,A DIVISION,1,offpeak,5227,5376,0.972284226
2016-02,S 42nd,A DIVISION,1,peak,4931,5529,0.89184301
2016-02,S 42nd,A DIVISION,2,offpeak,1655,1704,0.971244131
2016-02,S 42nd,A DIVISION,2,peak,991,992,0.998991935
2016-02,A,B DIVISION,1,offpeak,11732,15806,0.742249779
2016-02,A,B DIVISION,1,peak,8470,12024,0.704424484
2016-02,A,B DIVISION,2,offpeak,3354,4187,0.801050872
2016-02,A,B DIVISION,2,peak,1707,2188,0.780164534
2016-02,B,B DIVISION,1,offpeak,7224,9174,0.787442773
2016-02,B,B DIVISION,1,peak,5664,7634,0.741943935
2016-02,C,B DIVISION,1,offpeak,7498,9377,0.799616082
2016-02,C,B DIVISION,1,peak,4663,6006,0.776390276
2016-02,C,B DIVISION,2,offpeak,2159,2592,0.832947531
2016-02,C,B DIVISION,2,peak,1188,1431,0.830188679
2016-02,D,B DIVISION,1,offpeak,10349,12704,0.814625315
2016-02,D,B DIVISION,1,peak,6139,8200,0.748658537
2016-02,D,B DIVISION,2,offpeak,3376,4163,0.810953639
2016-02,D,B DIVISION,2,peak,1775,2151,0.825197583
2016-02,E,B DIVISION,1,offpeak,10427,13702,0.760983798
2016-02,E,B DIVISION,1,peak,7361,10208,0.721101097
2016-02,E,B DIVISION,2,offpeak,2034,2349,0.865900383
2016-02,E,B DIVISION,2,peak,1031,1203,0.857024106
2016-02,F,B DIVISION,1,offpeak,19395,25443,0.762292183
2016-02,F,B DIVISION,1,peak,13359,18661,0.715878034
2016-02,F,B DIVISION,2,offpeak,4160,5141,0.809181093
2016-02,F,B DIVISION,2,peak,2096,2579,0.812718108
2016-02,G,B DIVISION,1,offpeak,8566,10153,0.84369152
2016-02,G,B DIVISION,1,peak,5009,6149,0.814604001
2016-02,G,B DIVISION,2,offpeak,3204,3609,0.887780549
2016-02,G,B DIVISION,2,peak,1686,1876,0.898720682
2016-02,JZ,B DIVISION,1,offpeak,8372,10218,0.819338422
2016-02,JZ,B DIVISION,1,peak,5670,7736,0.732936918
2016-02,JZ,B DIVISION,2,offpeak,2274,2626,0.865955826
2016-02,JZ,B DIVISION,2,peak,1152,1379,0.835387962
2016-02,L,B DIVISION,1,offpeak,17547,22653,0.774599391
2016-02,L,B DIVISION,1,peak,10196,13750,0.741527273
2016-02,L,B DIVISION,2,offpeak,5654,7032,0.80403868
2016-02,L,B DIVISION,2,peak,2762,3542,0.779785432
2016-02,M,B DIVISION,1,offpeak,10370,13076,0.79305598
2016-02,M,B DIVISION,1,peak,7035,9548,0.736803519
2016-02,M,B DIVISION,2,offpeak,1150,1208,0.951986755
2016-02,M,B DIVISION,2,peak,607,635,0.955905512
2016-02,N,B DIVISION,1,offpeak,12647,15726,0.804209589
2016-02,N,B DIVISION,1,peak,6812,9092,0.749230092
2016-02,N,B DIVISION,2,offpeak,4793,5725,0.83720524
2016-02,N,B DIVISION,2,peak,2445,2862,0.854297694
2016-02,Q,B DIVISION,1,offpeak,9742,12012,0.811022311
2016-02,Q,B DIVISION,1,peak,5891,7713,0.763775444
2016-02,Q,B DIVISION,2,offpeak,1425,1753,0.812892185
2016-02,Q,B DIVISION,2,peak,751,915,0.820765027
2016-02,R,B DIVISION,1,offpeak,11986,15457,0.775441548
2016-02,R,B DIVISION,1,peak,7888,10609,0.743519653
2016-02,R,B DIVISION,2,offpeak,3772,4988,0.756214916
2016-02,R,B DIVISION,2,peak,2057,2608,0.788726994
2016-02,S Fkln,B DIVISION,1,offpeak,1158,1183,0.978867287
2016-02,S Fkln,B DIVISION,1,peak,688,690,0.997101449
2016-02,S Fkln,B DIVISION,2,offpeak,422,450,0.937777778
2016-02,S Fkln,B DIVISION,2,peak,226,244,0.926229508
2016-02,S Rock,B DIVISION,1,offpeak,1618,1710,0.94619883
2016-02,S Rock,B DIVISION,1,peak,807,859,0.939464494
2016-02,S Rock,B DIVISION,2,offpeak,555,560,0.991071429
2016-02,S Rock,B DIVISION,2,peak,302,305,0.990163934
2016-02,Systemwide,Systemwide,1,Systemwide,462410,621417,0.744121902
2016-02,Systemwide,Systemwide,2,Systemwide,110737,136646,0.810393279
2016-03,1,A DIVISION,1,offpeak,21385,27590,0.775099674
2016-03,1,A DIVISION,1,peak,13270,18377,0.722098275
2016-03,1,A DIVISION,2,offpeak,4822,5540,0.870397112
2016-03,1,A DIVISION,2,peak,2253,2701,0.834135505
2016-03,2,A DIVISION,1,offpeak,23077,30361,0.760086954
2016-03,2,A DIVISION,1,peak,13065,19550,0.668286445
2016-03,2,A DIVISION,2,offpeak,5345,7345,0.727705922
2016-03,2,A DIVISION,2,peak,2882,3742,0.770176376
2016-03,3,A DIVISION,1,offpeak,20405,25639,0.795857873
2016-03,3,A DIVISION,1,peak,11942,16652,0.717151093
2016-03,3,A DIVISION,2,offpeak,5025,5829,0.862068966
2016-03,3,A DIVISION,2,peak,2526,2941,0.858891533
2016-03,4,A DIVISION,1,offpeak,25810,33604,0.768063326
2016-03,4,A DIVISION,1,peak,16378,25515,0.641896923
2016-03,4,A DIVISION,2,offpeak,5485,7366,0.744637524
2016-03,4,A DIVISION,2,peak,2999,4051,0.740311034
2016-03,5,A DIVISION,1,offpeak,19652,26874,0.731264419
2016-03,5,A DIVISION,1,peak,13342,21550,0.619118329
2016-03,5,A DIVISION,2,offpeak,1304,1736,0.751152074
2016-03,5,A DIVISION,2,peak,756,944,0.800847458
2016-03,6,A DIVISION,1,offpeak,23498,32302,0.727447217
2016-03,6,A DIVISION,1,peak,14718,22695,0.648512888
2016-03,6,A DIVISION,2,offpeak,5387,6582,0.818444242
2016-03,6,A DIVISION,2,peak,2936,3550,0.827042254
2016-03,7,A DIVISION,1,offpeak,15387,19792,0.777435327
2016-03,7,A DIVISION,1,peak,11396,16440,0.693187348
2016-03,7,A DIVISION,2,offpeak,3243,4298,0.754536994
2016-03,7,A DIVISION,2,peak,2042,2560,0.79765625
2016-03,S 42nd,A DIVISION,1,offpeak,6175,6508,0.948832207
2016-03,S 42nd,A DIVISION,1,peak,5936,6693,0.886896758
2016-03,S 42nd,A DIVISION,2,offpeak,1679,1704,0.985328638
2016-03,S 42nd,A DIVISION,2,peak,988,992,0.995967742
2016-03,A,B DIVISION,1,offpeak,12355,16067,0.768967449
2016-03,A,B DIVISION,1,peak,8837,12231,0.72250838
2016-03,A,B DIVISION,2,offpeak,2757,3554,0.775745639
2016-03,A,B DIVISION,2,peak,1505,1900,0.792105263
2016-03,B,B DIVISION,1,offpeak,8392,10491,0.799923744
2016-03,B,B DIVISION,1,peak,6742,8908,0.756847777
2016-03,C,B DIVISION,1,offpeak,8400,11009,0.763012081
2016-03,C,B DIVISION,1,peak,5001,7008,0.713613014
2016-03,C,B DIVISION,2,offpeak,1881,2490,0.755421687
2016-03,C,B DIVISION,2,peak,1101,1382,0.796671491
2016-03,D,B DIVISION,1,offpeak,12427,15138,0.820914256
2016-03,D,B DIVISION,1,peak,7729,10006,0.772436538
2016-03,D,B DIVISION,2,offpeak,3792,4490,0.84454343
2016-03,D,B DIVISION,2,peak,2009,2338,0.859281437
2016-03,E,B DIVISION,1,offpeak,12451,15974,0.779454113
2016-03,E,B DIVISION,1,peak,8503,11904,0.714297715
2016-03,E,B DIVISION,2,offpeak,2114,2467,0.856911228
2016-03,E,B DIVISION,2,peak,1072,1265,0.84743083
2016-03,F,B DIVISION,1,offpeak,21835,29118,0.749879799
2016-03,F,B DIVISION,1,peak,15185,21148,0.718034802
2016-03,F,B DIVISION,2,offpeak,4682,5902,0.79329041
2016-03,F,B DIVISION,2,peak,2356,2993,0.787170063
2016-03,G,B DIVISION,1,offpeak,9859,11766,0.837922828
2016-03,G,B DIVISION,1,peak,5712,7191,0.794326241
2016-03,G,B DIVISION,2,offpeak,3149,3557,0.885296598
2016-03,G,B DIVISION,2,peak,1678,1880,0.892553191
2016-03,JZ,B DIVISION,1,offpeak,9533,11767,0.810147021
2016-03,JZ,B DIVISION,1,peak,6537,8861,0.737727119
2016-03,JZ,B DIVISION,2,offpeak,3186,3617,0.880840476
2016-03,JZ,B DIVISION,2,peak,1755,1984,0.884576613
2016-03,L,B DIVISION,1,offpeak,20128,26010,0.773856209
2016-03,L,B DIVISION,1,peak,11571,15786,0.732991258
2016-03,L,B DIVISION,2,offpeak,5462,7005,0.779728765
2016-03,L,B DIVISION,2,peak,2909,3531,0.823845936
2016-03,M,B DIVISION,1,offpeak,13030,16450,0.792097264
2016-03,M,B DIVISION,1,peak,8349,11241,0.742727515
2016-03,M,B DIVISION,2,offpeak,1650,1759,0.938032973
2016-03,M,B DIVISION,2,peak,874,936,0.933760684
2016-03,N,B DIVISION,1,offpeak,14647,18322,0.799421461
2016-03,N,B DIVISION,1,peak,8448,10930,0.772918573
2016-03,N,B DIVISION,2,offpeak,4477,5289,0.846473814
2016-03,N,B DIVISION,2,peak,2257,2671,0.845001872
2016-03,Q,B DIVISION,1,offpeak,11054,13669,0.808691199
2016-03,Q,B DIVISION,1,peak,7107,9049,0.785390651
2016-03,Q,B DIVISION,2,offpeak,2857,3321,0.860283047
2016-03,Q,B DIVISION,2,peak,1523,1777,0.857062465
2016-03,R,B DIVISION,1,offpeak,14039,17998,0.780031115
2016-03,R,B DIVISION,1,peak,9441,12741,0.740993643
2016-03,R,B DIVISION,2,offpeak,3975,4910,0.809572301
2016-03,R,B DIVISION,2,peak,2147,2636,0.814491654
2016-03,S Fkln,B DIVISION,1,offpeak,1348,1430,0.942657343
2016-03,S Fkln,B DIVISION,1,peak,799,828,0.964975845
2016-03,S Fkln,B DIVISION,2,offpeak,372,396,0.939393939
2016-03,S Fkln,B DIVISION,2,peak,208,217,0.958525346
2016-03,S Rock,B DIVISION,1,offpeak,1776,1894,0.937697994
2016-03,S Rock,B DIVISION,1,peak,908,965,0.940932642
2016-03,S Rock,B DIVISION,2,offpeak,501,525,0.954285714
2016-03,S Rock,B DIVISION,2,peak,272,277,0.981949458
2016-03,Systemwide,Systemwide,1,Systemwide,537579,716042,0.75076462
2016-03,Systemwide,Systemwide,2,Systemwide,112193,136950,0.819225995
2016-04,1,A DIVISION,1,offpeak,20068,25149,0.797964134
2016-04,1,A DIVISION,1,peak,12572,16779,0.749269921
2016-04,1,A DIVISION,2,offpeak,5389,6239,0.863760218
2016-04,1,A DIVISION,2,peak,2695,3079,0.875284183
2016-04,2,A DIVISION,1,offpeak,20261,27340,0.741075347
2016-04,2,A DIVISION,1,peak,11570,17850,0.648179272
2016-04,2,A DIVISION,2,offpeak,5803,8117,0.714919305
2016-04,2,A DIVISION,2,peak,3134,4119,0.760864287
2016-04,3,A DIVISION,1,offpeak,17656,22281,0.792424038
2016-04,3,A DIVISION,1,peak,10839,15204,0.712904499
2016-04,3,A DIVISION,2,offpeak,5757,6838,0.84191284
2016-04,3,A DIVISION,2,peak,3041,3490,0.871346705
2016-04,4,A DIVISION,1,offpeak,23160,30584,0.757258697
2016-04,4,A DIVISION,1,peak,14765,23310,0.633419133
2016-04,4,A DIVISION,2,offpeak,5660,8223,0.688313268
2016-04,4,A DIVISION,2,peak,3280,4647,0.705831719
2016-04,5,A DIVISION,1,offpeak,16684,24035,0.694154358
2016-04,5,A DIVISION,1,peak,11633,19672,0.591348109
2016-04,5,A DIVISION,2,offpeak,675,885,0.762711864
2016-04,5,A DIVISION,2,peak,444,493,0.900608519
2016-04,6,A DIVISION,1,offpeak,20174,28390,0.710602325
2016-04,6,A DIVISION,1,peak,13228,20685,0.63949722
2016-04,6,A DIVISION,2,offpeak,5822,7329,0.794378496
2016-04,6,A DIVISION,2,peak,3208,3977,0.806638169
2016-04,7,A DIVISION,1,offpeak,14210,18062,0.786734581
2016-04,7,A DIVISION,1,peak,10103,14947,0.67592159
2016-04,7,A DIVISION,2,offpeak,3256,3784,0.860465116
2016-04,7,A DIVISION,2,peak,1856,2212,0.839059675
2016-04,S 42nd,A DIVISION,1,offpeak,5756,5946,0.968045745
2016-04,S 42nd,A DIVISION,1,peak,5592,6111,0.915071183
2016-04,S 42nd,A DIVISION,2,offpeak,1844,1927,0.956927867
2016-04,S 42nd,A DIVISION,2,peak,1115,1132,0.984982332
2016-04,A,B DIVISION,1,offpeak,13170,17642,0.746514001
2016-04,A,B DIVISION,1,peak,9357,13466,0.694861132
2016-04,A,B DIVISION,2,offpeak,4163,5539,0.751579708
2016-04,A,B DIVISION,2,peak,2065,2862,0.72152341
2016-04,B,B DIVISION,1,offpeak,7655,9740,0.785934292
2016-04,B,B DIVISION,1,peak,5949,8025,0.741308411
2016-04,C,B DIVISION,1,offpeak,8713,11191,0.778572067
2016-04,C,B DIVISION,1,peak,5307,7293,0.727684081
2016-04,C,B DIVISION,2,offpeak,2369,3037,0.780046098
2016-04,C,B DIVISION,2,peak,1255,1654,0.758766626
2016-04,D,B DIVISION,1,offpeak,11553,14077,0.820700433
2016-04,D,B DIVISION,1,peak,6993,9117,0.767028628
2016-04,D,B DIVISION,2,offpeak,3368,4168,0.80806142
2016-04,D,B DIVISION,2,peak,1756,2129,0.824800376
2016-04,E,B DIVISION,1,offpeak,11406,14850,0.768080808
2016-04,E,B DIVISION,1,peak,7719,11166,0.691295003
2016-04,E,B DIVISION,2,offpeak,2861,3437,0.832411987
2016-04,E,B DIVISION,2,peak,1467,1779,0.824620573
2016-04,F,B DIVISION,1,offpeak,20108,27037,0.743721567
2016-04,F,B DIVISION,1,peak,13966,19727,0.707963705
2016-04,F,B DIVISION,2,offpeak,5254,6412,0.819401123
2016-04,F,B DIVISION,2,peak,2697,3284,0.821254568
2016-04,G,B DIVISION,1,offpeak,8959,10784,0.830767804
2016-04,G,B DIVISION,1,peak,5557,6768,0.82106974
2016-04,G,B DIVISION,2,offpeak,3525,3977,0.886346492
2016-04,G,B DIVISION,2,peak,1824,2071,0.880733945
2016-04,JZ,B DIVISION,1,offpeak,8565,10716,0.799272116
2016-04,JZ,B DIVISION,1,peak,6122,8110,0.75487053
2016-04,JZ,B DIVISION,2,offpeak,3667,4098,0.894826745
2016-04,JZ,B DIVISION,2,peak,2008,2241,0.896028559
2016-04,L,B DIVISION,1,offpeak,17429,21801,0.79945874
2016-04,L,B DIVISION,1,peak,10971,14423,0.760660057
2016-04,L,B DIVISION,2,offpeak,5377,6233,0.862666453
2016-04,L,B DIVISION,2,peak,2734,3098,0.882504842
2016-04,M,B DIVISION,1,offpeak,11116,13820,0.804341534
2016-04,M,B DIVISION,1,peak,7630,10268,0.743085314
2016-04,M,B DIVISION,2,offpeak,1517,1606,0.944582814
2016-04,M,B DIVISION,2,peak,823,863,0.953650058
2016-04,N,B DIVISION,1,offpeak,13765,17070,0.806385472
2016-04,N,B DIVISION,1,peak,7804,9989,0.781259385
2016-04,N,B DIVISION,2,offpeak,5789,6976,0.829845183
2016-04,N,B DIVISION,2,peak,2887,3504,0.823915525
2016-04,Q,B DIVISION,1,offpeak,10277,12457,0.824997993
2016-04,Q,B DIVISION,1,peak,6567,8178,0.80300807
2016-04,Q,B DIVISION,2,offpeak,3647,4143,0.88027999
2016-04,Q,B DIVISION,2,peak,1947,2197,0.886208466
2016-04,R,B DIVISION,1,offpeak,13009,16545,0.786279843
2016-04,R,B DIVISION,1,peak,8547,11547,0.740192258
2016-04,R,B DIVISION,2,offpeak,4861,6289,0.772936874
2016-04,R,B DIVISION,2,peak,2712,3347,0.810277861
2016-04,S Fkln,B DIVISION,1,offpeak,1199,1240,0.966935484
2016-04,S Fkln,B DIVISION,1,peak,707,720,0.981944444
2016-04,S Fkln,B DIVISION,2,offpeak,508,511,0.994129159
2016-04,S Fkln,B DIVISION,2,peak,277,278,0.996402878
2016-04,S Rock,B DIVISION,1,offpeak,1669,1771,0.942405421
2016-04,S Rock,B DIVISION,1,peak,851,909,0.936193619
2016-04,S Rock,B DIVISION,2,offpeak,614,630,0.974603175
2016-04,S Rock,B DIVISION,2,peak,335,340,0.985294118
2016-04,Systemwide,Systemwide,1,Systemwide,490911,656792,0.747437545
2016-04,Systemwide,Systemwide,2,Systemwide,125286,153194,0.817825763
2016-05,1,A DIVISION,1,offpeak,20703,25396,0.815207119
2016-05,1,A DIVISION,1,peak,12730,16778,0.758731672
2016-05,1,A DIVISION,2,offpeak,5123,5680,0.90193662
2016-05,1,A DIVISION,2,peak,2448,2775,0.882162162
2016-05,2,A DIVISION,1,offpeak,20338,27678,0.734807428
2016-05,2,A DIVISION,1,peak,11695,17850,0.655182073
2016-05,2,A DIVISION,2,offpeak,5790,8217,0.704636729
2016-05,2,A DIVISION,2,peak,2877,4157,0.692085639
2016-05,3,A DIVISION,1,offpeak,18202,23258,0.782612434
2016-05,3,A DIVISION,1,peak,10944,15204,0.719810576
2016-05,3,A DIVISION,2,offpeak,6115,7073,0.864555351
2016-05,3,A DIVISION,2,peak,3055,3548,0.861048478
2016-05,4,A DIVISION,1,offpeak,22590,30631,0.737488166
2016-05,4,A DIVISION,1,peak,14776,23310,0.633891034
2016-05,4,A DIVISION,2,offpeak,5984,7932,0.754412506
2016-05,4,A DIVISION,2,peak,3497,4326,0.808368007
2016-05,5,A DIVISION,1,offpeak,16822,24535,0.68563277
2016-05,5,A DIVISION,1,peak,11686,19675,0.593951715
2016-05,5,A DIVISION,2,offpeak,2864,3787,0.756271455
2016-05,5,A DIVISION,2,peak,1541,2023,0.76173999
2016-05,6,A DIVISION,1,offpeak,20379,28249,0.721406067
2016-05,6,A DIVISION,1,peak,13596,20685,0.65728789
2016-05,6,A DIVISION,2,offpeak,5690,6633,0.857832052
2016-05,6,A DIVISION,2,peak,2970,3473,0.855168442
2016-05,7,A DIVISION,1,offpeak,14711,18828,0.781336308
2016-05,7,A DIVISION,1,peak,10787,15704,0.686895059
2016-05,7,A DIVISION,2,offpeak,4503,5437,0.828214089
2016-05,7,A DIVISION,2,peak,2653,3314,0.80054315
2016-05,S 42nd,A DIVISION,1,offpeak,5467,5942,0.920060586
2016-05,S 42nd,A DIVISION,1,peak,5331,6107,0.8729327
2016-05,S 42nd,A DIVISION,2,offpeak,1048,1054,0.9943074
2016-05,S 42nd,A DIVISION,2,peak,601,604,0.995033113
2016-05,A,B DIVISION,1,offpeak,14208,19122,0.743018513
2016-05,A,B DIVISION,1,peak,10149,14690,0.690878148
2016-05,A,B DIVISION,2,offpeak,4161,5786,0.719149672
2016-05,A,B DIVISION,2,peak,2226,3055,0.728641571
2016-05,B,B DIVISION,1,offpeak,8167,9899,0.825032832
2016-05,B,B DIVISION,1,peak,6253,8201,0.762467992
2016-05,C,B DIVISION,1,offpeak,9091,11453,0.793765826
2016-05,C,B DIVISION,1,peak,5600,7466,0.75006697
2016-05,C,B DIVISION,2,offpeak,2427,3149,0.770720864
2016-05,C,B DIVISION,2,peak,1328,1732,0.766743649
2016-05,D,B DIVISION,1,offpeak,11557,14032,0.823617446
2016-05,D,B DIVISION,1,peak,7321,9233,0.792916712
2016-05,D,B DIVISION,2,offpeak,3275,4042,0.810242454
2016-05,D,B DIVISION,2,peak,1753,2072,0.846042471
2016-05,E,B DIVISION,1,offpeak,11171,14450,0.773079585
2016-05,E,B DIVISION,1,peak,7938,11129,0.713271633
2016-05,E,B DIVISION,2,offpeak,2060,2403,0.857261756
2016-05,E,B DIVISION,2,peak,1024,1214,0.843492586
2016-05,F,B DIVISION,1,offpeak,20059,26573,0.75486396
2016-05,F,B DIVISION,1,peak,14410,19856,0.725725222
2016-05,F,B DIVISION,2,offpeak,3958,5376,0.736235119
2016-05,F,B DIVISION,2,peak,2070,2704,0.765532544
2016-05,G,B DIVISION,1,offpeak,9156,10903,0.839768871
2016-05,G,B DIVISION,1,peak,5421,6738,0.804541407
2016-05,G,B DIVISION,2,offpeak,2337,2506,0.932561852
2016-05,G,B DIVISION,2,peak,1204,1305,0.922605364
2016-05,JZ,B DIVISION,1,offpeak,8779,10915,0.804306001
2016-05,JZ,B DIVISION,1,peak,6110,8149,0.74978525
2016-05,JZ,B DIVISION,2,offpeak,3565,4212,0.846391263
2016-05,JZ,B DIVISION,2,peak,2015,2284,0.882224168
2016-05,L,B DIVISION,1,offpeak,16969,20948,0.810053466
2016-05,L,B DIVISION,1,peak,11017,14424,0.76379645
2016-05,L,B DIVISION,2,offpeak,6744,8655,0.779202773
2016-05,L,B DIVISION,2,peak,3491,4355,0.801607348
2016-05,M,B DIVISION,1,offpeak,10854,13422,0.808672329
2016-05,M,B DIVISION,1,peak,7625,10096,0.755249604
2016-05,M,B DIVISION,2,offpeak,1784,1892,0.942917548
2016-05,M,B DIVISION,2,peak,934,988,0.94534413
2016-05,N,B DIVISION,1,offpeak,13618,17189,0.792250858
2016-05,N,B DIVISION,1,peak,7563,10122,0.747184351
2016-05,N,B DIVISION,2,offpeak,5154,6100,0.844918033
2016-05,N,B DIVISION,2,peak,2659,3081,0.863031483
2016-05,Q,B DIVISION,1,offpeak,10319,12921,0.798622398
2016-05,Q,B DIVISION,1,peak,6449,8401,0.767646709
2016-05,Q,B DIVISION,2,offpeak,2968,3511,0.845343207
2016-05,Q,B DIVISION,2,peak,1539,1783,0.863151991
2016-05,R,B DIVISION,1,offpeak,12839,16342,0.785644352
2016-05,R,B DIVISION,1,peak,8458,11464,0.737787858
2016-05,R,B DIVISION,2,offpeak,3937,5096,0.772566719
2016-05,R,B DIVISION,2,peak,2169,2711,0.800073774
2016-05,S Fkln,B DIVISION,1,offpeak,1494,1522,0.981603154
2016-05,S Fkln,B DIVISION,1,peak,879,880,0.998863636
2016-05,S Fkln,B DIVISION,2,offpeak,513,531,0.966101695
2016-05,S Fkln,B DIVISION,2,peak,284,286,0.993006993
2016-05,S Rock,B DIVISION,1,offpeak,1749,1823,0.95940757
2016-05,S Rock,B DIVISION,1,peak,874,918,0.952069717
2016-05,S Rock,B DIVISION,2,offpeak,607,622,0.975884244
2016-05,S Rock,B DIVISION,2,peak,324,327,0.990825688
2016-05,Systemwide,Systemwide,1,Systemwide,496854,663111,0.74927727
2016-05,Systemwide,Systemwide,2,Systemwide,123269,151811,0.811989909
2016-06,1,A DIVISION,1,offpeak,21117,26955,0.783416806
2016-06,1,A DIVISION,1,peak,13160,17648,0.745693563
2016-06,1,A DIVISION,2,offpeak,4924,5746,0.856943961
2016-06,1,A DIVISION,2,peak,2388,2791,0.855607309
2016-06,2,A DIVISION,1,offpeak,20911,29166,0.716964959
2016-06,2,A DIVISION,1,peak,12120,18966,0.639038279
2016-06,2,A DIVISION,2,offpeak,5407,7444,0.726356797
2016-06,2,A DIVISION,2,peak,2835,3814,0.743314106
2016-06,3,A DIVISION,1,offpeak,18608,24471,0.760410282
2016-06,3,A DIVISION,1,peak,11530,15956,0.722612184
2016-06,3,A DIVISION,2,offpeak,5063,6028,0.839913736
2016-06,3,A DIVISION,2,peak,2584,3072,0.841145833
2016-06,4,A DIVISION,1,offpeak,23523,32516,0.723428466
2016-06,4,A DIVISION,1,peak,15724,24448,0.643160995
2016-06,4,A DIVISION,2,offpeak,5045,6834,0.738220661
2016-06,4,A DIVISION,2,peak,2813,3746,0.75093433
2016-06,5,A DIVISION,1,offpeak,17726,26108,0.678948981
2016-06,5,A DIVISION,1,peak,12545,20682,0.606566096
2016-06,5,A DIVISION,2,offpeak,2457,3547,0.692698055
2016-06,5,A DIVISION,2,peak,1306,1964,0.66496945
2016-06,6,A DIVISION,1,offpeak,20950,30423,0.688623739
2016-06,6,A DIVISION,1,peak,14011,21985,0.637298158
2016-06,6,A DIVISION,2,offpeak,5151,6351,0.811053377
2016-06,6,A DIVISION,2,peak,2724,3371,0.808068822
2016-06,7,A DIVISION,1,offpeak,15715,19932,0.788430664
2016-06,7,A DIVISION,1,peak,11440,16566,0.690571049
2016-06,7,A DIVISION,2,offpeak,3923,4744,0.826939292
2016-06,7,A DIVISION,2,peak,2340,2935,0.797274276
2016-06,S 42nd,A DIVISION,1,offpeak,6395,6640,0.96310241
2016-06,S 42nd,A DIVISION,1,peak,5583,6402,0.872071228
2016-06,S 42nd,A DIVISION,2,offpeak,1688,1728,0.976851852
2016-06,S 42nd,A DIVISION,2,peak,1014,1028,0.986381323
2016-06,A,B DIVISION,1,offpeak,14109,19572,0.720876763
2016-06,A,B DIVISION,1,peak,10045,14551,0.690330561
2016-06,A,B DIVISION,2,offpeak,3555,4762,0.746535069
2016-06,A,B DIVISION,2,peak,1868,2464,0.758116883
2016-06,B,B DIVISION,1,offpeak,8224,10362,0.793669176
2016-06,B,B DIVISION,1,peak,6318,8386,0.753398521
2016-06,C,B DIVISION,1,offpeak,9410,12239,0.768853665
2016-06,C,B DIVISION,1,peak,5655,7796,0.725371986
2016-06,C,B DIVISION,2,offpeak,2214,2823,0.784272051
2016-06,C,B DIVISION,2,peak,1262,1568,0.804846939
2016-06,D,B DIVISION,1,offpeak,12141,14839,0.818181818
2016-06,D,B DIVISION,1,peak,7457,9644,0.773226877
2016-06,D,B DIVISION,2,offpeak,3429,4605,0.744625407
2016-06,D,B DIVISION,2,peak,1679,2360,0.711440678
2016-06,E,B DIVISION,1,offpeak,9883,13119,0.753334858
2016-06,E,B DIVISION,1,peak,6390,9343,0.683934496
2016-06,E,B DIVISION,2,offpeak,1398,1580,0.884810127
2016-06,E,B DIVISION,2,peak,685,787,0.870393901
2016-06,F,B DIVISION,1,offpeak,19276,25861,0.745369475
2016-06,F,B DIVISION,1,peak,13025,18495,0.70424439
2016-06,F,B DIVISION,2,offpeak,4230,5271,0.802504269
2016-06,F,B DIVISION,2,peak,2037,2630,0.774524715
2016-06,G,B DIVISION,1,offpeak,9638,11609,0.830217934
2016-06,G,B DIVISION,1,peak,5695,7220,0.788781163
2016-06,G,B DIVISION,2,offpeak,1428,1606,0.889165629
2016-06,G,B DIVISION,2,peak,738,825,0.894545455
2016-06,JZ,B DIVISION,1,offpeak,9711,11709,0.829362029
2016-06,JZ,B DIVISION,1,peak,6406,8554,0.748889408
2016-06,JZ,B DIVISION,2,offpeak,3213,3761,0.854294071
2016-06,JZ,B DIVISION,2,peak,1746,2029,0.860522425
2016-06,L,B DIVISION,1,offpeak,17927,23231,0.771684387
2016-06,L,B DIVISION,1,peak,11493,15104,0.760924258
2016-06,L,B DIVISION,2,offpeak,6165,7893,0.781071836
2016-06,L,B DIVISION,2,peak,3052,3835,0.795827901
2016-06,M,B DIVISION,1,offpeak,9989,12619,0.791584119
2016-06,M,B DIVISION,1,peak,6814,8995,0.757531962
2016-06,M,B DIVISION,2,offpeak,1604,1790,0.896089385
2016-06,M,B DIVISION,2,peak,843,952,0.885504202
2016-06,N,B DIVISION,1,offpeak,14454,18218,0.793391152
2016-06,N,B DIVISION,1,peak,8269,10736,0.77021237
2016-06,N,B DIVISION,2,offpeak,4590,5532,0.829718004
2016-06,N,B DIVISION,2,peak,2336,2776,0.841498559
2016-06,Q,B DIVISION,1,offpeak,11227,14067,0.79810905
2016-06,Q,B DIVISION,1,peak,6777,8623,0.785921373
2016-06,Q,B DIVISION,2,offpeak,2716,3127,0.868564119
2016-06,Q,B DIVISION,2,peak,1397,1605,0.870404984
2016-06,R,B DIVISION,1,offpeak,12293,15648,0.785595603
2016-06,R,B DIVISION,1,peak,8178,10898,0.75041292
2016-06,R,B DIVISION,2,offpeak,3667,4452,0.823674753
2016-06,R,B DIVISION,2,peak,2015,2410,0.836099585
2016-06,S Fkln,B DIVISION,1,offpeak,1326,1370,0.967883212
2016-06,S Fkln,B DIVISION,1,peak,781,792,0.986111111
2016-06,S Fkln,B DIVISION,2,offpeak,452,477,0.947589099
2016-06,S Fkln,B DIVISION,2,peak,251,259,0.969111969
2016-06,S Rock,B DIVISION,1,offpeak,1694,1822,0.92974753
